Ranking;logo;University;Country;Score
344;www.https://www.topuniversities.com/sites/default/files/universiti-teknologi-brunei_592560e49988f300e23219b2_small.jpg;Universiti Teknologi Brunei;Asia;31.7
344;www.https://www.topuniversities.com/sites/default/files/universitt-jena_592560cf2aeae70239af4bb5_small.jpg;Universität Jena;Europe;31.7
346;www.https://www.topuniversities.com/sites/default/files/virginia-polytechnic-institute-and-state-university_592560cf2aeae70239af4d15_small.jpg;Virginia Polytechnic Institute and State University;North America;31.6
347;www.https://www.topuniversities.com/sites/default/files/kazan-volga-region-federal-university_313_small.jpg;Kazan (Volga region) Federal University;Europe;31.4
347;www.https://www.topuniversities.com/sites/default/files/ucsi-university_592560e09988f300e2320ce5_small.jpg;UCSI University;Asia;31.4
347;www.https://www.topuniversities.com/sites/default/files/university-of-california-santa-cruz_92_small.jpg;University of California, Santa Cruz;North America;31.4
347;www.https://www.topuniversities.com/sites/default/files/universitt-stuttgart_580_small.jpg;Universität Stuttgart;Europe;31.4
351;www.https://www.topuniversities.com/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg;Brunel University London;Europe;31.3
351;www.https://www.topuniversities.com/sites/default/files/universidad-carlos-iii-de-madrid-uc3m_1509_small.jpg;Universidad Carlos III de Madrid (UC3M);Europe;31.3
351;www.https://www.topuniversities.com/sites/default/files/ural-federal-university-urfu_592560cf2aeae70239af505a_small.jpg;Ural Federal University - UrFU;Europe;31.3
354;www.https://www.topuniversities.com/sites/default/files/johannes-kepler-university-linz_349_small.jpg;Johannes Kepler University Linz;Europe;31.2
355;www.https://www.topuniversities.com/sites/default/files/george-washington-university_223_small.jpg;George Washington University;North America;31.1
356;www.https://www.topuniversities.com/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg;Tilburg University;Europe;31
356;www.https://www.topuniversities.com/sites/default/files/university-of-lisbon_1475_small.jpg;University of Lisbon ;Europe;31
358;www.https://www.topuniversities.com/sites/default/files/nankai-university_882_small.jpg;Nankai University;Asia;30.9
358;www.https://www.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg;National University of Sciences And Technology (NUST) Islamabad;Asia;30.9
358;www.https://www.topuniversities.com/sites/default/files/university-of-jyvskyl_306_small.jpg;University of Jyväskylä;Europe;30.9
358;www.https://www.topuniversities.com/sites/default/files/university-of-utah_645_small.jpg;University of Utah;North America;30.9
362;www.https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg;Ewha Womans University;Asia;30.8
362;www.https://www.topuniversities.com/sites/default/files/la-trobe-university_592560cf2aeae70239af4bd1_small.jpg;La Trobe University;Oceania;30.8
362;www.https://www.topuniversities.com/sites/default/files/moscow-state-institute-of-international-relations-mgimo-university_2156_small.jpg;MGIMO University;Europe;30.8
365;www.https://www.topuniversities.com/sites/default/files/itmo-university_592560cf2aeae70239af5829_small.jpg;ITMO University;Europe;30.5
365;www.https://www.topuniversities.com/sites/default/files/logo_Umu-48x48.jpg;Umea University;Europe;30.5
365;www.https://www.topuniversities.com/sites/default/files/university-ulm_638_small.jpg;University Ulm;Europe;30.5
368;www.https://www.topuniversities.com/sites/default/files/sultan-qaboos-university_2530_small.jpg;Sultan Qaboos University;Asia;30.4
369;www.https://www.topuniversities.com/sites/default/files/norwegian-university-of-science-and-technology_457_small.jpg;Norwegian University of Science And Technology;Europe;30.3
369;www.https://www.topuniversities.com/sites/default/files/universidade-federal-do-rio-de-janeiro_525_small.jpg;Universidade Federal do Rio de Janeiro;Latin America;30.3
371;www.https://www.topuniversities.com/sites/default/files/universitat-politcnica-de-valncia_648_small.jpg;Universitat Politècnica de València;Europe;30
372;www.https://www.topuniversities.com/sites/default/files/lincoln-university-_592560cf2aeae70239af4ef3_small.jpg;Lincoln University ;Oceania;29.8
373;www.https://www.topuniversities.com/sites/default/files/beijing-institute-of-technology_868_small.jpg;Beijing Institute of Technology;Asia;29.6
373;www.https://www.topuniversities.com/sites/default/files/university-of-chemistry-and-technology-prague_592560cf2aeae70239af4f53_small.jpg;University of Chemistry and Technology, Prague;Europe;29.6
373;www.https://www.topuniversities.com/sites/default/files/university-of-connecticut_140_small.jpg;University of Connecticut;North America;29.6
373;www.https://www.topuniversities.com/sites/default/files/university-of-waikato_660_small.jpg;University of Waikato;Oceania;29.6
377;www.https://www.topuniversities.com/sites/default/files/university-of-oulu_476_small.jpg;University of Oulu;Europe;29.5
378;www.https://www.topuniversities.com/sites/default/files/julius-maximilians-universitt-wrzburg_592560cf2aeae70239af4d2d_small.jpg;Julius-Maximilians-Universität Würzburg;Europe;29.4
378;www.https://www.topuniversities.com/sites/default/files/quaid-i-azam-university_592560cf2aeae70239af4d41_small.jpg;Quaid-i-Azam University;Asia;29.4
378;www.https://www.topuniversities.com/sites/default/files/stony-brook-university-state-university-of-new-york_592560cf2aeae70239af4ccb_small.jpg;Stony Brook University, State University of New York;North America;29.4
381;www.https://www.topuniversities.com/sites/default/files/sharif-university-of-technology_592560cf2aeae70239af4d42_small.jpg;Sharif University of Technology;Asia;29.3
381;www.https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_592560cf2aeae70239af4e8a_small.jpg;Tokyo Medical and Dental University (TMDU);Asia;29.3
383;www.https://www.topuniversities.com/sites/default/files/american-university-of-sharjah_1201_small.jpg;American University of Sharjah;Asia;29.1
383;www.https://www.topuniversities.com/sites/default/files/beihang-university-former-buaa_870_small.jpg;Beihang University (former BUAA);Asia;29.1
383;www.https://www.topuniversities.com/sites/default/files/university-of-kent_315_small.jpg;University of Kent;Europe;29.1
386;www.https://www.topuniversities.com/sites/default/files/kobe-university_320_small.jpg;Kobe University;Asia;28.9
387;www.https://www.topuniversities.com/sites/default/files/university-of-kansas_309_small.jpg;University of Kansas;North America;28.8
388;www.https://www.topuniversities.com/sites/default/files/university-at-buffalo-suny_1888_small.jpg;University at Buffalo SUNY;North America;28.7
388;www.https://www.topuniversities.com/sites/default/files/university-of-pisa_499_small.jpg;University of Pisa;Europe;28.7
390;www.https://www.topuniversities.com/sites/default/files/universit-vita-salute-san-raffaele_592560cf2aeae70239af5016_small.jpg;Università Vita-Salute San Raffaele;Europe;28.6
391;www.https://www.topuniversities.com/sites/default/files/soas-university-of-london-_592560cf2aeae70239af4bf0_small.jpg;SOAS University of London ;Europe;28.5
391;www.https://www.topuniversities.com/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_small.jpg;Universidad de Palermo (UP);Latin America;28.5
393;www.https://www.topuniversities.com/sites/default/files/peter-the-great-st.-petersburg-polytechnic-university_592560cf2aeae70239af52ed_small.jpg;Peter the Great St. Petersburg Polytechnic University;Europe;28.4
393;www.https://www.topuniversities.com/sites/default/files/ruhr-universitt-bochum_537_small.jpg;Ruhr-Universität Bochum;Europe;28.4
395;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-guwahati-iitg_283_small.jpg;Indian Institute of Technology Guwahati (IITG);Asia;28.3
395;www.https://www.topuniversities.com/sites/default/files/national-research-tomsk-polytechnic-university_14158_small.jpg;National Research Tomsk Polytechnic University;Europe;28.3
395;www.https://www.topuniversities.com/sites/default/files/pontificia-universidad-catlica-del-per_592560cf2aeae70239af4af0_small.jpg;Pontificia Universidad Católica del Perú;Latin America;28.3
398;www.https://www.topuniversities.com/sites/default/files/pakistan-institute-of-engineering-and-applied-sciences-pieas_592560cf2aeae70239af532f_small.jpg;Pakistan Institute of Engineering and Applied Sciences (PIEAS);Asia;28.2
399;www.https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg;University of the Philippines;Asia;28.1
400;www.https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-roorkee-iitr_287_small.jpg;Indian Institute of Technology Roorkee (IITR);Asia;28
400;www.https://www.topuniversities.com/sites/default/files/universidad-austral_38_small.jpg;Universidad Austral;Latin America;28
400;www.https://www.topuniversities.com/sites/default/files/vilnius-university-_592560cf2aeae70239af4d7f_small.jpg;Vilnius University ;Europe;28
403;www.https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg;Czech Technical University in Prague;Europe;27.9
403;www.https://www.topuniversities.com/sites/default/files/shandong-university_555_small.jpg;Shandong University;Asia;27.9
403;www.https://www.topuniversities.com/sites/default/files/university-of-california-riverside_88_small.jpg;University of California, Riverside;North America;27.9
407;www.https://www.topuniversities.com/sites/default/files/flinders-university_592560cf2aeae70239af4b53_small.jpg;Flinders University;Oceania;27.8
407;www.https://www.topuniversities.com/sites/default/files/south-china-university-of-technology_887_small.jpg;South China University of Technology;Asia;27.8
407;www.https://www.topuniversities.com/sites/default/files/taipei-medical-university_2134_small.jpg;Taipei Medical University (TMU);Asia;27.8
407;www.https://www.topuniversities.com/sites/default/files/xiamen-university_891_small.jpg;Xiamen University;Asia;27.8
411;www.https://www.topuniversities.com/sites/default/files/westflische-wilhelms-universitt-mnster_421_small.jpg;Westfälische Wilhelms-Universität Münster ;Europe;27.7
412;www.https://www.topuniversities.com/sites/default/files/national-sun-yat-sen-university_439_small.jpg;National Sun Yat-sen University;Asia;27.5
412;www.https://www.topuniversities.com/sites/default/files/pontificia-universidad-javeriana_592560cf2aeae70239af514a_small.jpg;Pontificia Universidad Javeriana;Latin America;27.5
414;www.https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small.jpg;Chung-Ang University (CAU);Asia;27.4
414;www.https://www.topuniversities.com/sites/default/files/lappeenranta-university-of-technology_592560cf2aeae70239af4f7d_small.jpg;Lappeenranta-Lahti University of Technology LUT;Europe;27.4
414;www.https://www.topuniversities.com/sites/default/files/tampere-university_5bbf14847d023f5bc849ec9a_small.jpg;Tampere University;Europe;27.4
414;www.https://www.topuniversities.com/sites/default/files/universiti-teknologi-petronas-utp_592560cf2aeae70239af4ef2_small.jpg;Universiti Teknologi PETRONAS (UTP);Asia;27.4
414;www.https://www.topuniversities.com/sites/default/files/university-of-colorado-denver_2116_small.jpg;University of Colorado, Denver ;North America;27.4
414;www.https://www.topuniversities.com/sites/default/files/university-of-science-and-technology-beijing_2004_small.jpg;University of Science and Technology Beijing;Asia;27.4
414;www.https://www.topuniversities.com/sites/default/files/laval-university_337_small.jpg;Université Laval;North America;27.4
421;www.https://www.topuniversities.com/sites/default/files/national-technical-university-of-athens_592560cf2aeae70239af4aa3_small.jpg;National Technical University of Athens;Europe;27.3
421;www.https://www.topuniversities.com/sites/default/files/universit-de-strasbourg_578_small.jpg;Université de Strasbourg;Europe;27.3
423;www.https://www.topuniversities.com/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg;Universität Mannheim;Europe;27.2
424;www.https://www.topuniversities.com/sites/default/files/james-cook-university_833_small.jpg;James Cook University;Oceania;27.1
424;www.https://www.topuniversities.com/sites/default/files/university-of-naples-federico-ii_432_small.jpg;University of Naples - Federico II;Europe;27.1
424;www.https://www.topuniversities.com/sites/default/files/university-of-the-witwatersrand_679_small.jpg;University of Witwatersrand;Africa;27.1
427;www.https://www.topuniversities.com/sites/default/files/johannes-gutenberg-universitt-mainz_382_small.jpg;Johannes Gutenberg Universität Mainz;Europe;27
427;www.https://www.topuniversities.com/sites/default/files/washington-state-university_666_small.jpg;Washington State University;North America;27
429;www.https://www.topuniversities.com/sites/default/files/oxford-brookes-university_592560cf2aeae70239af4c61_small.jpg;Oxford Brookes University;Europe;26.9
429;www.https://www.topuniversities.com/sites/default/files/wake-forest-university_661_small.jpg;Wake Forest University;North America;26.9
431;www.https://www.topuniversities.com/sites/default/files/colorado-state-university_136_small.jpg;Colorado State University;North America;26.8
431;www.https://www.topuniversities.com/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg;Rensselaer Polytechnic Institute;North America;26.8
431;www.https://www.topuniversities.com/sites/default/files/universidade-nova-de-lisboa_460_small.jpg;Universidade Nova de Lisboa;Europe;26.8
434;www.https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-paulo_2750_small.jpg;Universidade Federal de São Paulo;Latin America;26.7
434;www.https://www.topuniversities.com/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg;University of Johannesburg;Africa;26.7
436;www.https://www.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg;Shanghai University;Asia;26.6
436;www.https://www.topuniversities.com/sites/default/files/tulane-university_631_small.jpg;Tulane University;North America;26.6
436;www.https://www.topuniversities.com/sites/default/files/university-of-canberra_844_small.jpg;University of Canberra ;Oceania;26.6
439;www.https://www.topuniversities.com/sites/default/files/university-of-essex_592560cf2aeae70239af4b4c_small.jpg;Essex, University of;Europe;26.5
440;www.https://www.topuniversities.com/sites/default/files/swansea-university_592560cf2aeae70239af4cce_small.jpg;Swansea University;Europe;26.3
440;www.https://www.topuniversities.com/sites/default/files/university-of-cyprus-ucy_14238_small.jpg;University of Cyprus (UCY);Europe;26.3
440;www.https://www.topuniversities.com/sites/default/files/university-of-trento_623_small.jpg;University of Trento;Europe;26.3
440;www.https://www.topuniversities.com/sites/default/files/university-of-troms-the-arctic-university-of-norway_625_small.jpg;University of Tromsø The Arctic University of Norway;Europe;26.3
444;www.https://www.topuniversities.com/sites/default/files/illinois-institute-of-technology_277_small.jpg;Illinois Institute of Technology;North America;26.2
445;www.https://www.topuniversities.com/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small.jpg;HUFS - Hankuk (Korea) University of Foreign Studies ;Asia;26.1
445;www.https://www.topuniversities.com/sites/default/files/the-american-university-in-cairo_36_small.jpg;The American University in Cairo;Africa;26.1
447;www.https://www.topuniversities.com/sites/default/files/umm-al-qura-university-_592560cf2aeae70239af4d44_small.jpg;Umm Al-Qura University ;Asia;26
447;www.https://www.topuniversities.com/sites/default/files/universitt-leipzig_341_small.jpg;Universität  Leipzig;Europe;26
447;www.https://www.topuniversities.com/sites/default/files/universitt-des-saarlandes_541_small.jpg;Universität des Saarlandes;Europe;26
450;www.https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg;University of Milano-Bicocca ;Europe;25.9
451;www.https://www.topuniversities.com/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg;Auckland University of Technology (AUT);Oceania;25.8
451;www.https://www.topuniversities.com/sites/default/files/bond-university_715_small.jpg;Bond University;Oceania;25.8
451;www.https://www.topuniversities.com/sites/default/files/sichuan-university_885_small.jpg;Sichuan University;Asia;25.8
451;www.https://www.topuniversities.com/sites/default/files/university-of-florence_208_small.jpg;University of Florence;Europe;25.8
455;www.https://www.topuniversities.com/sites/default/files/brandeis-university_66_small.jpg;Brandeis University;North America;25.7
455;www.https://www.topuniversities.com/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg;University of Coimbra;Europe;25.7
455;www.https://www.topuniversities.com/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg;University of Iowa;North America;25.7
458;www.https://www.topuniversities.com/sites/default/files/university-of-saskatchewan_1755_small.jpg;University of Saskatchewan;North America;25.6
459;www.https://www.topuniversities.com/sites/default/files/politcnica-de-madrid_1507_small.jpg;Universidad Politécnica de Madrid (UPM);Europe;25.5
459;www.https://www.topuniversities.com/sites/default/files/university-of-st.gallen-hsg_571_small.jpg;University of St.Gallen (HSG);Europe;25.5
461;www.https://www.topuniversities.com/sites/default/files/colorado-school-of-mines_592560de9988f300e2320883_small.jpg;Colorado School of Mines;North America;25.4
461;www.https://www.topuniversities.com/sites/default/files/far-eastern-federal-university_592560cf2aeae70239af57c9_small.jpg;Far Eastern Federal University;Europe;25.4
461;www.https://www.topuniversities.com/sites/default/files/goldsmiths-university-of-london_355_small.jpg;Goldsmiths, University of London;Europe;25.4
461;www.https://www.topuniversities.com/sites/default/files/martin-luther-universitt-halle-wittenberg_245_small.jpg;Martin-Luther-Universität Halle-Wittenberg;Europe;25.4
465;www.https://www.topuniversities.com/sites/default/files/logo-UNAIR-200px-x-200px-01-48x48.jpeg;Airlangga University;Asia;25.3
465;www.https://www.topuniversities.com/sites/default/files/amirkabir-university-of-technology_592560cf2aeae70239af4e54_small.jpg;Amirkabir University of Technology;Asia;25.3
465;www.https://www.topuniversities.com/sites/default/files/southeast-university_568_small.jpg;Southeast University;Asia;25.3
465;www.https://www.topuniversities.com/sites/default/files/universidad-de-belgrano_51_small.jpg;Universidad de Belgrano;Latin America;25.3
469;www.https://www.topuniversities.com/sites/default/files/national-taipei-university-of-technology_1993_small.jpg;National Taipei University of Technology;Asia;25.2
469;www.https://www.topuniversities.com/sites/default/files/universidad-de-montevideo-um_695_small.jpg;Universidad de Montevideo (UM);Latin America;25.2
471;www.https://www.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg;Ben-Gurion University of The Negev;Asia;25.1
471;www.https://www.topuniversities.com/sites/default/files/hasselt-university_1255_small.jpg;Hasselt University ;Europe;25.1
471;www.https://www.topuniversities.com/sites/default/files/universidad-ort-uruguay_470_small.jpg;Universidad ORT Uruguay;Latin America;25.1
471;www.https://www.topuniversities.com/sites/default/files/university-of-stirling_575_small.jpg;University of Stirling;Europe;25.1
475;www.https://www.topuniversities.com/sites/default/files/florida-state-university_211_small.jpg;Florida State University;North America;25
476;www.https://www.topuniversities.com/sites/default/files/university-of-missouri-columbia_409_small.jpg;University of Missouri, Columbia;North America;24.9
477;www.https://www.topuniversities.com/sites/default/files/bar-ilan-university_997_small.jpg;Bar-Ilan University;Asia;24.8
477;www.https://www.topuniversities.com/sites/default/files/chiba-university_119_small.jpg;Chiba University;Asia;24.8
477;www.https://www.topuniversities.com/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg;University of Texas Dallas;North America;24.8
480;www.https://www.topuniversities.com/sites/default/files/chang-gung-university_1187_small.jpg;Chang Gung University;Asia;24.7
480;www.https://www.topuniversities.com/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg;Université de Liège;Europe;24.7
482;www.https://www.topuniversities.com/sites/default/files/auezov-south-kazakhstan-state-university-sksu_592560cf2aeae70239af52eb_small.jpg;Auezov South Kazakhstan University (SKU);Asia;24.6
482;www.https://www.topuniversities.com/sites/default/files/stellenbosch-university_574_small.jpg;Stellenbosch University;Africa;24.6
482;www.https://www.topuniversities.com/sites/default/files/the-catholic-university-of-korea-_592560cf2aeae70239af4ed7_small.jpg;The Catholic University of Korea ;Asia;24.6
485;www.https://www.topuniversities.com/sites/default/files/aston-university_29_small.jpg;Aston University;Europe;24.5
485;www.https://www.topuniversities.com/sites/default/files/university-of-turin_632_small.jpg;University of Turin;Europe;24.5
487;www.https://www.topuniversities.com/sites/default/files/the-national-university-of-science-and-technology-misis_14956_small.jpg;The National University of Science and Technology MISIS;Europe;24.4
487;www.https://www.topuniversities.com/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg;Universidad de Santiago de Chile (USACH);Latin America;24.4
487;www.https://www.topuniversities.com/sites/default/files/yokohama-city-university_592560cf2aeae70239af4d32_small.jpg;Yokohama City University;Asia;24.4
490;www.https://www.topuniversities.com/sites/default/files/dublin-city-university_592560cf2aeae70239af4b27_small.jpg;Dublin City University;Europe;24.3
490;www.https://www.topuniversities.com/sites/default/files/justus-liebig-university-giessen_592560cf2aeae70239af4b68_small.jpg;Justus-Liebig-University Giessen;Europe;24.3
492;www.https://www.topuniversities.com/sites/default/files/unesp_492_small.jpg;UNESP;Latin America;24.2
492;www.https://www.topuniversities.com/sites/default/files/university-of-granada_235_small.jpg;University of Granada;Europe;24.2
494;www.https://www.topuniversities.com/sites/default/files/western-sydney-university_848_small.jpg; Western Sydney University;Oceania;24.1
494;www.https://www.topuniversities.com/sites/default/files/boston-college_723_small.jpg;Boston College;North America;24.1
494;www.https://www.topuniversities.com/sites/default/files/christian-albrechts-university-zu-kiel_318_small.jpg;Christian-Albrechts-University zu Kiel;Europe;24.1
494;www.https://www.topuniversities.com/sites/default/files/dongguk-university_1048_small.jpg;Dongguk University ;Asia;24.1
494;www.https://www.topuniversities.com/sites/default/files/iowa-state-university_294_small.jpg;Iowa State University;North America;24.1
494;www.https://www.topuniversities.com/sites/default/files/sogang-university_565_small.jpg;Sogang University;Asia;24.1
494;www.https://www.topuniversities.com/sites/default/files/university-of-rome-tor-vergata_592560cf2aeae70239af4c99_small.jpg;"University of Rome ""Tor Vergata""";Europe;24.1
494;www.https://www.topuniversities.com/sites/default/files/york-university_592560cf2aeae70239af4d39_small.jpg;York University;North America;24.1
501-510;www.https://www.topuniversities.com/sites/default/files/aix-marseille-university_592560cf2aeae70239af51e1_small.jpg;Aix-Marseille University;Europe;
501-510;www.https://www.topuniversities.com/sites/default/files/jilin-university_304_small.jpg;Jilin University;Asia;
501-510;www.https://www.topuniversities.com/sites/default/files/kazakh-national-research-technical-university-after-k.i.satpayev_592560cf2aeae70239af52e7_small.jpg;Satbayev University;Asia;
501-510;www.https://www.topuniversities.com/sites/default/files/universidad-de-la-habana_592560cf2aeae70239af54d1_small.jpg;Universidad de La Habana;Latin America;
501-510;www.https://www.topuniversities.com/sites/default/files/university-of-bordeaux_1286_small.jpg;University of Bordeaux;Europe;
501-510;www.https://www.topuniversities.com/sites/default/files/university-of-delhi_156_small.jpg;University of Delhi;Asia;
501-510;www.https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg;University of Klagenfurt;Europe;
501-510;www.https://www.topuniversities.com/sites/default/files/university-of-limerick_592560cf2aeae70239af4be0_small.jpg;University of Limerick;Europe;
501-510;www.https://www.topuniversities.com/sites/default/files/universitt-konstanz_323_small.jpg;Universität Konstanz;Europe;
501-510;www.https://www.topuniversities.com/sites/default/files/warsaw-university-of-technology_592560cf2aeae70239af4d1a_small.jpg;Warsaw University of Technology;Europe;
511-520;www.https://www.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg;Bogor Agricultural University;Asia;
511-520;www.https://www.topuniversities.com/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg;Koç University;Asia;
511-520;www.https://www.topuniversities.com/sites/default/files/missouri-university-of-science-and-technology_592560cf2aeae70239af51e4_small.jpg;Missouri University of Science and Technology;North America;
511-520;www.https://www.topuniversities.com/sites/default/files/singapore-management-university_1177_small.jpg;Singapore Management University;Asia;
511-520;www.https://www.topuniversities.com/sites/default/files/universidad-de-alcal_1511_small.jpg;Universidad de Alcalá;Europe;
511-520;www.https://www.topuniversities.com/sites/default/files/universiti-utara-malaysia-uum_388_small.jpg;Universiti Utara Malaysia (UUM);Asia;
511-520;www.https://www.topuniversities.com/sites/default/files/university-of-balamand_592560cf2aeae70239af4eee_small.jpg;University of Balamand;Asia;
511-520;www.https://www.topuniversities.com/sites/default/files/v.-n.-karazin-kharkiv-national-university_19511_small.jpg;V. N. Karazin Kharkiv National University;Europe;
511-520;www.https://www.topuniversities.com/sites/default/files/wayne-state-university_592560cf2aeae70239af51d1_small.jpg;Wayne State University;North America;
521-530;www.https://www.topuniversities.com/sites/default/files/central-south-university_871_small.jpg;Central South University;Asia;
521-530;www.https://www.topuniversities.com/sites/default/files/china-university-of-geosciences_2006_small.jpg;China University of Geosciences;Asia;
521-530;www.https://www.topuniversities.com/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg;Concordia University;North America;
521-530;www.https://www.topuniversities.com/sites/default/files/imam-abdulrahman-bin-faisal-university-iau-formerly-university-of-dammam_592560cf2aeae70239af57b7_small.jpg;Imam Abdulrahman Bin Faisal University (IAU) (formerly UNIVERSITY OF DAMMAM);Asia;
521-530;www.https://www.topuniversities.com/sites/default/files/national-central-university_434_small.jpg;National Central University;Asia;
521-530;www.https://www.topuniversities.com/sites/default/files/universidad-central-marta-abreu-de-las-villas_592560cf2aeae70239af54c1_small.jpg;"Universidad Central ""Marta Abreu"" de Las Villas";Latin America;
521-530;www.https://www.topuniversities.com/sites/default/files/university-of-bayreuth_592560cf2aeae70239af4ab4_small.jpg;University of Bayreuth;Europe;
521-530;www.https://www.topuniversities.com/sites/default/files/university-of-eastern-finland_592560cf2aeae70239af4bcb_small.jpg;University of Eastern Finland;Europe;
521-530;www.https://www.topuniversities.com/sites/default/files/university-of-tehran_699_small.jpg;University of Tehran;Asia;
521-530;www.https://www.topuniversities.com/sites/default/files/universit-de-montpellier_592560e69988f300e2321d99_small.jpg;Université de Montpellier;Europe;
531-540;www.https://www.topuniversities.com/sites/default/files/ajou-university_1034_small.jpg;Ajou University ;Asia;
531-540;www.https://www.topuniversities.com/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg;East China Normal University;Asia;
531-540;www.https://www.topuniversities.com/sites/default/files/hitotsubashi-university-business-school-school-of-international-corporate-strategy_592560cf2aeae70239af4b8d_small.jpg;Hitotsubashi University;Asia;
531-540;www.https://www.topuniversities.com/sites/default/files/institut-national-des-sciences-appliques-de-lyon-insa_2461_small.jpg;Institut National des Sciences Appliquées de Lyon (INSA);Europe;
531-540;www.https://www.topuniversities.com/sites/default/files/lehigh-university_810_small.jpg;Lehigh University;North America;
531-540;www.https://www.topuniversities.com/sites/default/files/nagasaki-university_592560cf2aeae70239af4c2d_small.jpg;Nagasaki University;Asia;
531-540;www.https://www.topuniversities.com/sites/default/files/national-research-saratov-state-university_1498_small.jpg;National Research Saratov State University;Europe;
531-540;www.https://www.topuniversities.com/sites/default/files/oregon-state-university_592560cf2aeae70239af4dc3_small.jpg;Oregon State University;North America;
531-540;www.https://www.topuniversities.com/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg;Saint Joseph University of Beirut (USJ) ;Asia;
531-540;www.https://www.topuniversities.com/sites/default/files/southern-federal-university_592560cf2aeae70239af5301_small.jpg;Southern Federal University;Europe;
531-540;www.https://www.topuniversities.com/sites/default/files/universidad-de-costa-rica_789_small.jpg;Universidad de Costa Rica;Latin America;
531-540;www.https://www.topuniversities.com/sites/default/files/universidad-de-zaragoza_691_small.jpg;Universidad de Zaragoza;Europe;
531-540;www.https://www.topuniversities.com/sites/default/files/university-of-delaware_154_small.jpg;University of Delaware;North America;
541-550;www.https://www.topuniversities.com/sites/default/files/aberystwyth-university_8_small.jpg;Aberystwyth University;Europe;
541-550;www.https://www.topuniversities.com/sites/default/files/iran-university-of-science-and-technology_592560cf2aeae70239af4e57_small.jpg;Iran University of Science and Technology;Asia;
541-550;www.https://www.topuniversities.com/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_small.jpg;Kyungpook National University;Asia;
541-550;www.https://www.topuniversities.com/sites/default/files/niigata-university_592560cf2aeae70239af4c46_small.jpg;Niigata University;Asia;
541-550;www.https://www.topuniversities.com/sites/default/files/northwestern-polytechnical-university_592560cf2aeae70239af5255_small.jpg;Northwestern Polytechnical University;Asia;
541-550;www.https://www.topuniversities.com/sites/default/files/sabanci-university_542_small.jpg;Sabanci University;Asia;
541-550;www.https://www.topuniversities.com/sites/default/files/the-university-of-georgia_227_small.jpg;The University of Georgia;North America;
541-550;www.https://www.topuniversities.com/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg;The University of Tennessee, Knoxville;North America;
541-550;www.https://www.topuniversities.com/sites/default/files/university-of-ulsan_1111_small.jpg;University of Ulsan ;Asia;
551-560;www.https://www.topuniversities.com/sites/default/files/abai-kazakh-national-pedagogical-university_592560cf2aeae70239af55d7_small.jpg;Abai Kazakh National Pedagogical University;Asia;
551-560;www.https://www.topuniversities.com/sites/default/files/aristotle-university-of-thessaloniki_24_small.jpg;Aristotle University of Thessaloniki;Europe;
551-560;www.https://www.topuniversities.com/sites/default/files/kazakh-national-agrarian-university-_592560cf2aeae70239af55d1_small.jpg;Kazakh National Agrarian University KazNAU;Asia;
